Price,address,Local_area,zipcode,beds,baths,sqft,url
425000,19615 W SOLANO Drive,Buckeye,85326,4,4,2247,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sundance/19615-W-SOLANO-Drive/109757070.html
460000,3775 E HANS Drive,Gilbert,85296,3,3,1961,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Greenfield-Lakes/3775-E-HANS-Drive/109759135.html
199000,317 E 4TH Street,Casa Grande,85122,2,1,1326,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/317-E-4TH-Street/109756660.html
689000,23605 N 24TH Terrace,Phoenix,85024,6,4,3958,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Desert-View/23605-N-24TH-Terrace/109759342.html
749900,28864 N Pamela Drive,Queen Creek,85142,4,3,3025,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/28864-N-Pamela-Drive/109757019.html
359000,16922 N VERDE Place,Maricopa,85138,4,2,1911,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/16922-N-VERDE-Place/109756626.html
791500,440 Cabaret Street,Prescott,86301,3,3,1994,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/440-Cabaret-Street/109774104.html
370000,4311 N 17th Avenue,Phoenix,85015,3,1,1500,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/4311-N-17th-Avenue/109726795.html
470000,2302 W DEL CAMPO Circle,Mesa,85202,4,2,1903,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Powell-Estates/2302-W-DEL-CAMPO-Circle/109757013.html
1900000,321 E CLAREMONT Street,Phoenix,85012,4,5,3656,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/321-E-CLAREMONT-Street/109756937.html
949000,21682 N 53rd Drive ,Glendale,85308,4,3.5,3855,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/21682-N-53rd-Drive-/109727378.html
385000,14230 W VOLTAIRE Street,Surprise,85379,3,2,1324,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Mountain-Gate/14230-W-VOLTAIRE-Street/109756715.html
550000,9250 E Charlotte Place,Tucson,85710,4,4,3244,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Harrison-East-South/9250-E-Charlotte-Place/109213304.html
390000,3749 E DULCIANA Avenue,Mesa,85206,4,2,1500,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Meadowgreen/3749-E-DULCIANA-Avenue/109759292.html
720000,7896 S DATELAND Drive,Tempe,85284,3,3,2628,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Sandahl/7896-S-DATELAND-Drive/109759169.html
322000,39100 W Habu Drive,Ash Fork,86337,3,2,1568,https://www.point2homes.com/US/Home-For-Sale/AZ/Ash-Fork-CCD/39100-W-Habu-Drive/109759236.html
650000,19051 S 211TH Way,Queen Creek,85142,4,3,2770,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Ellsworth/19051-S-211TH-Way/109756917.html
595000,978 Heather Lane,Chino Valley,86323,4,2,2286,https://www.point2homes.com/US/Home-For-Sale/AZ/Chino-Valley/978-Heather-Lane/109317832.html
1600000,21616 S CRISMON Road,Queen Creek,85142,3,2,3644,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Queenland-Manor/21616-S-CRISMON-Road/109756737.html
390000,20565 W NELSON Place,Buckeye,85396,3,2,1623,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Verrado/20565-W-NELSON-Place/109756987.html
478000,1009 Riata Valley Circle,Kingman,86409,3,3,2692,https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/1009-Riata-Valley-Circle/109752152.html
799000,7733 E BUTEO Drive,Scottsdale,85255,5,3,2599,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Grayhawk/7733-E-BUTEO-Drive/109759238.html
449000,4320 E HARVARD Avenue,Gilbert,85234,3,2,1725,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Towne-Meadows/4320-E-HARVARD-Avenue/109756978.html
499082,6601 W LARIAT Lane,Phoenix,85083,4,3,2104,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Stetson-Valley/6601-W-LARIAT-Lane/109756834.html
625000,1205 Hillview Cir,Lake Havasu City,86403,3,2,1775,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/1205-Hillview-Cir/109769082.html
599000,1417 E BERRIDGE Lane,Phoenix,85014,4,2,2043,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/1417-E-BERRIDGE-Lane/109756939.html
575000,9017 E Nacoma Drive,Sun Lakes,85248,3,2,2250,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/9017-E-Nacoma-Drive/109756698.html
700000,6512 W Whispering Windmill Lane,Marana,85658,4,3,3047,https://www.point2homes.com/US/Home-For-Sale/AZ/Marana-CCD/6512-W-Whispering-Windmill-Lane/108715450.html
394135,2584 Climbing Rock Lane,Bullhead City,86442,2,3,1903,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2584-Climbing-Rock-Lane/109752118.html
378590,1100 W CHIMES TOWER Drive,Casa Grande,85122,4,2,2122,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/1100-W-CHIMES-TOWER-Drive/109756770.html
259900,1904 E Leisure Lane,Fort Mohave,86426,2,2,1434,https://www.point2homes.com/US/Home-For-Sale/AZ/Mohave-County/Fort-Mohave/1904-E-Leisure-Lane/109752119.html
832000,16437 E NICKLAUS Drive,Fountain Hills,85268,3,4,3461,https://www.point2homes.com/US/Home-For-Sale/AZ/Fountain-Hills/Firerock/16437-E-NICKLAUS-Drive/109759349.html
349900,1541 E FLOWER Circle,Mesa,85204,3,2,1788,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Powell-Estates/1541-E-FLOWER-Circle/109756671.html
2000000,5050 N 2ND Street,Phoenix,85012,5,5,4486,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/5050-N-2ND-Street/109756544.html
440000,30427 N 42ND Place,Cave Creek,85331,3,3,1674,https://www.point2homes.com/US/Home-For-Sale/AZ/Cave-Creek/30427-N-42ND-Place/109756969.html
275000,4809 W Candleberry Way,Tortolita,85742,3,2,1582,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Tortolita/4809-W-Candleberry-Way/109776879.html
950000,766 Cherokee Road,Prescott,86303,4,4,2957,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/766-Cherokee-Road/109206491.html
1444000,8654 E CHERYL Drive,Scottsdale,85258,4,3,2800,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/McCormick-Ranch/8654-E-CHERYL-Drive/109756703.html
375500,7211 W Dupont Way,Valencia West,85757,4,3,2300,https://www.point2homes.com/US/Home-For-Sale/AZ/Valencia-West/7211-W-Dupont-Way/108619407.html
675000,3018 E WELDON Avenue,Phoenix,85016,3,2,1995,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Biltmore/3018-E-WELDON-Avenue/109756848.html
310000,1310 S OWL Drive,Gilbert,85296,3,2,1061,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Lyons-Gate/1310-S-OWL-Drive/109756733.html
500000,383 S Via De Los Campos,Tucson,85711,4,2,2288,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rosemont-Aledea-Linda/383-S-Via-De-Los-Campos/109776881.html
499900,1901 W PERSHING Avenue,Phoenix,85029,5,3,2194,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/North-Mountain-Village/1901-W-PERSHING-Avenue/109757015.html
898000,14620 E. Diamond Sky Trail ,Mingus Mountain,86315,3,3,2471,https://www.point2homes.com/US/Home-For-Sale/AZ/Mingus-Mountain/Woodchute-Mountain/14620-E-Diamond-Sky-Trail-/109727427.html
370000,41378 W GRANADA Drive,Maricopa,85138,4,3,2463,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/41378-W-GRANADA-Drive/109759295.html
350000,8536 Antelope Drive,White Mountain Lake,85901,5,2,1825,https://www.point2homes.com/US/Home-For-Sale/AZ/White-Mountain-Lake/8536-Antelope-Drive/109752435.html
179000,3301 S GOLDFIELD Road 6059,Apache Junction,85119,2,2,1399,https://www.point2homes.com/US/Home-For-Sale/AZ/Apache-Junction/3301-S-GOLDFIELD-Road/108005869.html
500000,3555 Red Cloud Dr,Lake Havasu City,86406,3,3,1517,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/3555-Red-Cloud-Dr/109453814.html
26900,11201 N El Mirage Rd,El Mirage,85335,2,1,600,https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/11201-N-El-Mirage-Rd/105579131.html
83000,29217 S Sage Ave B205,Wellton,85356,1,1,704,https://www.point2homes.com/US/Home-For-Sale/AZ/Wellton-CCD/29217-S-Sage-Ave-B205/109643234.html
309999,7525 E. 26th St.,Yuma,85365,4,2,1907,https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/7525-E-26th-St/109170349.html
455000,7746 E Lavender Loop,Prescott Valley,86315,2,3,1879,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/7746-E-Lavender-Loop/106795039.html
1395000,2570 Plaza Hermosa,Lake Havasu City,86406,3,4,4274,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2570-Plaza-Hermosa/107082916.html
154000,11584 S. Bonnie Ave.,Fortuna Foothills,85367,2,2,960,https://www.point2homes.com/US/Home-For-Sale/AZ/Fortuna-Foothills/11584-S-Bonnie-Ave/108890043.html
175000,703 Quail Run Avenue,Douglas,85607,4,2,1514,https://www.point2homes.com/US/Home-For-Sale/AZ/Douglas/703-Quail-Run-Avenue/106825031.html
485000,2496 E PROUTY Lane,Casa Grande,85194,3,2,1653,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/2496-E-PROUTY-Lane/108303525.html
410000,38611 N ARMADILLO Drive,San Tan Valley,85140,3,2,1871,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/38611-N-ARMADILLO-Drive/109493149.html
599000,8701 E SANDALWOOD Drive,Scottsdale,85250,4,2,1760,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Indian-Bend/8701-E-SANDALWOOD-Drive/109492880.html
248000,28572 E LIGURTA LN,Wellton,85356,3,2,1440,https://www.point2homes.com/US/Home-For-Sale/AZ/Wellton-CCD/28572-E-LIGURTA-LN/109695611.html
630000,11485 N 90TH Way,Scottsdale,85260,3,2,1508,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Via-Linda-Corridor/11485-N-90TH-Way/109553935.html
1495000,9230 E ANDORA HILLS Drive,Scottsdale,85262,3,4,4058,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Desert-Mountain/9230-E-ANDORA-HILLS-Drive/109493191.html
400000,617 E WATSON Drive,Tempe,85283,3,2,1266,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Pepperwood/617-E-WATSON-Drive/109492709.html
459000,5630 S SAGE Way,Gold Canyon,85118,3,2,2855,https://www.point2homes.com/US/Home-For-Sale/AZ/Gold-Canyon/5630-S-SAGE-Way/109492739.html
619000,422 S Sun Road,Apache Junction,85119,4,2,1843,https://www.point2homes.com/US/Home-For-Sale/AZ/Apache-Junction/422-S-Sun-Road/109699322.html
490000,378 W EVERGREEN PEAR Avenue,San Tan Valley,85140,4,3,2261,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/378-W-EVERGREEN-PEAR-Avenue/109492914.html
565000,25413 W PUEBLO Avenue,Buckeye,85326,3,2,1747,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Westpark/25413-W-PUEBLO-Avenue/109435961.html
324485,392 N 20TH Street,Coolidge,85128,4,2,1775,https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/392-N-20TH-Street/109614256.html
299900,10363 E SUNFLOWER Lane,Florence,85132,3,2,1831,https://www.point2homes.com/US/Home-For-Sale/AZ/Florence/10363-E-SUNFLOWER-Lane/109554004.html
3200000,9870 E JENAN Drive,Scottsdale,85260,4,5,4050,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Cactus-Corridor/9870-E-JENAN-Drive/109551538.html
575000,15225 N 77TH Drive,Peoria,85381,4,4,2700,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Crown-Point/15225-N-77TH-Drive/109551611.html
295000,7279 E 24 LN,Yuma,85365,3,2,1562,https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/7279-E-24-LN/108963619.html
725000,1248 E CLARK Drive,Gilbert,85297,6,4,4046,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Estates-at-the-Spectrum/1248-E-CLARK-Drive/109177585.html
450000,41971 N MODENA Road,San Tan Valley,85140,3,2,2134,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/41971-N-MODENA-Road/109177572.html
435500,2029 E NUNNELEY Court,Gilbert,85296,4,2,1652,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Neely/2029-E-NUNNELEY-Court/109590138.html
950000,10826 N 83rd St,Scottsdale,85260,6,2,2838,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/10826-N-83rd-St/107772717.html
207000,2335 E 11TH Street,Douglas,85607,3,2,2240,https://www.point2homes.com/US/Home-For-Sale/AZ/Douglas/2335-E-11TH-Street/108537001.html
630000,2893 E PALM BEACH Drive,Chandler,85249,4,3,3303,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Springfield/2893-E-PALM-BEACH-Drive/109553860.html
135000,11201 N. El Mirage Rd,El Mirage,85335,3,2,1680,https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/11201-N-El-Mirage-Rd/101281013.html
39500,11201 N. El Mirage Rd.,El Mirage,85335,1,1,570,https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/11201-N-El-Mirage-Rd/104420428.html
799900,2878 Plaza Del Oro,Lake Havasu City,86406,4,4,3066,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2878-Plaza-Del-Oro/109189801.html
700000,1118 E VIA NICOLA --,San Tan Valley,85140,4,5,3418,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/1118-E-VIA-NICOLA-/108011298.html
279000,2123 E Glenmar Drive,Prescott,86301,2,2,1357,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/2123-E-Glenmar-Drive/109206476.html
410000,3875 E SABRA Lane,Gilbert,85296,3,3,1588,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Greenfield-Lakes/3875-E-SABRA-Lane/109492981.html
169000,863 N Wild Walnut Drive,Prescott Valley,86327,1,1,539,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/863-N-Wild-Walnut-Drive/108431439.html
244900,653 N Wild Walnut Drive,Prescott Valley,86327,2,2,1280,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/653-N-Wild-Walnut-Drive/109596708.html
776000,1560 Donamire Circle,Prescott,86301,3,2,2431,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1560-Donamire-Circle/107717163.html
430000,17271 N 169TH Drive,Surprise,85374,5,3,1818,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Bell-West-Ranch/17271-N-169TH-Drive/109492797.html
489000,851 N Rush Street,Chandler,85226,3,2,1715,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Twelve-Oaks/851-N-Rush-Street/109551412.html
319900,425 S 7th Street,Williams,86046,2,1,1346,https://www.point2homes.com/US/Home-For-Sale/AZ/Williams-CCD/425-S-7th-Street/109655223.html
250000,7734 S Meadow Spring Way,Tucson,85747,3,2,1133,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rita-Ranch/7734-S-Meadow-Spring-Way/109598651.html
235000,6947 W ENCANTO Boulevard,Phoenix,85035,3,1,840,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Maryvale/6947-W-ENCANTO-Boulevard/109553953.html
399900,13666 W CHAPAROSA Way,Peoria,85383,3,2,1851,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Vistancia/13666-W-CHAPAROSA-Way/108591594.html
375000,2565 E SOUTHERN Avenue 71,Mesa,85204,2,2,1616,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Meadowgreen/2565-E-SOUTHERN-Avenue/109590047.html
485000,4098 S EMERALD Drive,Buckeye,85326,3,2,1704,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Westpark/4098-S-EMERALD-Drive/109645965.html
439990,40870 W Haley Drive,Maricopa,85138,3,2,1896,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/40870-W-Haley-Drive/109590100.html
549000,1894 W MOCKINGBIRD Drive,Chandler,85286,4,2,1833,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Carrizal/1894-W-MOCKINGBIRD-Drive/109551631.html
289900,5452 E BILLINGS Street,Mesa,85205,2,2,1181,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Alta-Mesa/5452-E-BILLINGS-Street/109698065.html
370000,4206 W IRWIN Avenue,Phoenix,85041,4,3,2103,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/South-Mountain-Highland-Terrace/4206-W-IRWIN-Avenue/109590076.html
594900,4432 W PARADISE Lane,Glendale,85306,3,2,2221,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Deerview/4432-W-PARADISE-Lane/109554196.html
169000,611 E Yaqui Street,Springerville,85938,2,2,1064,https://www.point2homes.com/US/Home-For-Sale/AZ/Springerville/611-E-Yaqui-Street/109548887.html
321755,613 N 17TH Street,Coolidge,85128,3,2,1553,https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/613-N-17TH-Street/109698071.html
499000,2592 E SAN RAFAEL Trail,Casa Grande,85194,5,4,3297,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/2592-E-SAN-RAFAEL-Trail/109553862.html
295000,4028 E CLOVIS Circle,Mesa,85206,2,2,1156,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Leisure-World/4028-E-CLOVIS-Circle/109554184.html
470000,6502 W WAHALLA Lane,Glendale,85308,3,2,1968,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/6502-W-WAHALLA-Lane/108917887.html
389000,145 N Grande Avenue,Tucson,85745,3,2,1244,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Menlo-Park/145-N-Grande-Avenue/106673445.html
1300000,18601 E AGUA VERDE Drive,Rio Verde,85263,3,4,3876,https://www.point2homes.com/US/Home-For-Sale/AZ/Rio-Verde/18601-E-AGUA-VERDE-Drive/109554188.html
460000,1711 W BUTLER Drive,Chandler,85224,4,2,1772,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/San-Marcos/1711-W-BUTLER-Drive/109590089.html
299900,40623 W HELEN Court,Maricopa,85138,3,3,1431,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/40623-W-HELEN-Court/109647597.html
1899000,8242 E SOARING EAGLE Way,Scottsdale,85266,5,5,5000,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Boulders/8242-E-SOARING-EAGLE-Way/109699328.html
698000,627 W Woodland Lake Road,Pinetop - Lakeside,85929,2,2,2093,https://www.point2homes.com/US/Home-For-Sale/AZ/Pinetop-Lakeside/627-W-Woodland-Lake-Road/109655219.html
299000,1917 S Augusta Circle,Tucson,85710,4,2,1608,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Harrison-East-South/1917-S-Augusta-Circle/109571399.html
475000,14544 W SIERRA Street,Surprise,85379,3,3,2719,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Mountain-Gate/14544-W-SIERRA-Street/109493031.html
1150000,9837 E JAEGER Street,Mesa,85207,5,5,4200,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Desert-Air/9837-E-JAEGER-Street/109438005.html
125000,2350 Adobe #258 Road,Bullhead City,86442,2,2,1456,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2350-Adobe-258-Road/109487831.html
179000,4385 N Irving Street,Kingman,86409,3,2,1104,https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/4385-N-Irving-Street/109644148.html
250000,9255 E Ironbark Street,Tucson,85747,3,2,1569,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rita-Ranch/9255-E-Ironbark-Street/109510406.html
392900,12210 Perseus Rd Plan: Flagstaff Meadows Plan 1941,Flagstaff,86015,4,3,1941,https://www.point2homes.com/US/Home-For-Sale/AZ/Flagstaff-CCD/Greater-Flagstaff/12210-Perseus-Rd/109696821.html
465000,15642 S 31ST Street,Phoenix,85048,3,2,1736,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/15642-S-31ST-Street/109614230.html
749999,12455 N ANTELOPE MEADOWS Drive,Mingus Mountain,86315,4,3,2434,https://www.point2homes.com/US/Home-For-Sale/AZ/Mingus-Mountain/Woodchute-Mountain/12455-N-ANTELOPE-MEADOWS-Drive/108174359.html
314900,8617 S 9TH Street,Phoenix,85042,3,2,976,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/South-Mountain-Highland-Terrace/8617-S-9TH-Street/109591042.html
750000,1420 Eureka Ridge Way,Prescott,86303,3,2,2389,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1420-Eureka-Ridge-Way/109206494.html
475000,20408 N 30TH Way,Phoenix,85050,4,3,2177,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/20408-N-30TH-Way/109492924.html
499000,9801 S 47TH Place,Phoenix,85044,4,3,2215,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/9801-S-47TH-Place/108876122.html
725000,730 W LEWIS Avenue,Phoenix,85007,3,3,2688,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/730-W-LEWIS-Avenue/108536713.html
699900,5012 E WINDSTONE Trail,Cave Creek,85331,4,2,2332,https://www.point2homes.com/US/Home-For-Sale/AZ/Cave-Creek/5012-E-WINDSTONE-Trail/109647514.html
45000,502 N 2nd Street,Holbrook,86025,2,1,1221,https://www.point2homes.com/US/Home-For-Sale/AZ/Holbrook/502-N-2nd-Street/109613036.html
699000,2912 SUMMER Loop,Flagstaff,85931,3,2,1902,https://www.point2homes.com/US/Home-For-Sale/AZ/Flagstaff-CCD/Greater-Flagstaff/2912-SUMMER-Loop/109490124.html
225000,17420 N HORSESHOE Lane,Sun City,85373,3,1,998,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/17420-N-HORSESHOE-Lane/109551465.html
4250000,10076 E Paradise Drive,Scottsdale,85260,8,8,8625,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Cactus-Corridor/10076-E-Paradise-Drive/108097411.html
385000,12033 W CARIBBEAN Lane,El Mirage,85335,4,2,1642,https://www.point2homes.com/US/Home-For-Sale/AZ/El-Mirage/12033-W-CARIBBEAN-Lane/109490071.html
560000,1844 Marble Canyon Dr,Bullhead City,86442,4,3,3294,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/1844-Marble-Canyon-Dr/109548723.html
389990,35394 W SANTA CLARA Avenue,Maricopa,85138,5,3,2688,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/35394-W-SANTA-CLARA-Avenue/109177659.html
355000,609 E WESCOTT Drive,Phoenix,85024,3,3,1788,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Deer-Valley-Village/609-E-WESCOTT-Drive/109490025.html
95000,10720 Admiral Rd,Parker,85344,1,1,600,https://www.point2homes.com/US/Home-For-Sale/AZ/Cienega-Springs/10720-Admiral-Rd/108332996.html
210000,2891 W Calle Del Tigre,Drexel Heights,85746,3,2,1101,https://www.point2homes.com/US/Home-For-Sale/AZ/Drexel-Heights/2891-W-Calle-Del-Tigre/109571448.html
799000,7181 E CAMELBACK Road 503,Scottsdale,85251,1,2,1147,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Downtown-Scottsdale/7181-E-CAMELBACK-Road/109493211.html
598000,21519 W WATKINS Street,Buckeye,85326,4,2,1913,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sundance/21519-W-WATKINS-Street/108919016.html
370000,3207 N 21ST Street,Phoenix,85016,3,2,1346,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Biltmore/3207-N-21ST-Street/109492649.html
360000,3670 Totem Dr,Lake Havasu City,86406,3,2,1484,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/3670-Totem-Dr/108704941.html
290000,3880 VIA DE LA REINA --,Sierra Vista,85650,4,2,1985,https://www.point2homes.com/US/Home-For-Sale/AZ/Sierra-Vista/3880-VIA-DE-LA-REINA-/108873204.html
2100000,305 Mundy Drive 2,Camp Verde - Sedona,86351,3,2,3665,https://www.point2homes.com/US/Home-For-Sale/AZ/Camp-Verde-Sedona/Greater-Camp-Verde/305-Mundy-Drive/109507953.html
320000,10829 W PALMERAS Drive,Sun City,85373,3,2,1508,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/10829-W-PALMERAS-Drive/109551568.html
375000,10427 N 52ND Drive,Glendale,85302,3,2,1874,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Chaparral-Ranch/10427-N-52ND-Drive/109257318.html
789000,8695 Laramie Road,Flagstaff,86004,5,4,3268,https://www.point2homes.com/US/Home-For-Sale/AZ/Doney-Park/8695-Laramie-Road/108056480.html
1325000,27606 N 61ST Place,Scottsdale,85266,4,4,3906,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Scottsdale/Monterra/27606-N-61ST-Place/109492724.html
1450000,2210 Encanto Drive NE,Phoenix,85007,4,3,4085,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/2210-Encanto-Drive-NE/108479500.html
598500,21 County Road N3236,Vernon,85940,3,3,2500,https://www.point2homes.com/US/Home-For-Sale/AZ/Vernon/21-County-Road-N3236/107108696.html
374900,12230 N 23RD Street,Phoenix,85022,3,1,1276,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/12230-N-23RD-Street/108479468.html
575000,609 E SILVER CREEK Road,Gilbert,85296,4,2,2134,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Neely/609-E-SILVER-CREEK-Road/109493028.html
595000,5040 E Boulder Canyon Drive,Verde Village,86325,3,2,2280,https://www.point2homes.com/US/Home-For-Sale/AZ/Verde-Village/5040-E-Boulder-Canyon-Drive/109568777.html
899900,19236 W ALICE Court,Waddell,85355,6,4,4740,https://www.point2homes.com/US/Home-For-Sale/AZ/Waddell/19236-W-ALICE-Court/108174515.html
385000,3401 W Willis,Show Low,85901,2,2,1992,https://www.point2homes.com/US/Home-For-Sale/AZ/Show-Low/3401-W-Willis/109613041.html
1150000,15131 E WESTRIDGE Drive,Fountain Hills,85268,4,4,3689,https://www.point2homes.com/US/Home-For-Sale/AZ/Fountain-Hills/Westridge-Village/15131-E-WESTRIDGE-Drive/109554177.html
